,YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,ESPN_ID
1,2014,ATL,31,113,7,28,3,0,0,9,3,26,1,1,.248,.274,.274,.548,-0.2,31758
2,2015,ATL,48,155,16,31,8,0,2,12,5,33,1,1,.200,.225,.290,.515,-0.1,31758
3,2016,SD,73,193,20,44,9,0,6,25,10,56,1,2,.228,.265,.368,.633,-0.4,31758
4,2017,SD,8,7,0,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286,-0.0,31758
0,2014,KC,21,45,8,15,5,1,0,6,3,4,2,0,.333,.375,.489,.864,0.7,31116
1,2015,KC,43,107,8,31,5,0,0,6,11,17,3,2,.290,.356,.336,.692,0.6,31116
2,2016,KC,54,147,13,34,6,0,1,13,11,31,0,1,.231,.294,.293,.587,0.6,31116
3,2017,KC,7,17,1,3,0,0,0,0,1,3,0,0,.176,.222,.176,.398,-0.1,31116
4,2017,MIA,17,33,3,5,1,0,0,0,4,7,0,0,.152,.243,.182,.425,-0.0,31116
5,2017,Total,24,50,4,8,1,0,0,0,5,10,0,0,.160,.236,.180,.416,-0.1,31116
0,2014,BOS,55,175,15,42,9,0,1,20,19,33,0,0,.240,.308,.309,.617,1.1,31389
1,2016,BOS,57,172,21,39,9,1,1,12,10,39,0,0,.227,.277,.308,.585,-0.3,31389
2,2017,BOS,99,324,43,94,18,2,5,32,17,64,7,2,.290,.330,.404,.734,1.1,31389
3,2018,BOS,80,251,24,52,10,0,3,16,13,41,4,1,.207,.257,.283,.540,-0.8,31389
0,2017,SD,12,32,5,11,1,0,4,7,0,10,0,0,.344,.344,.750,1.094,0.6,31873
1,2018,SD,110,351,42,83,15,0,20,46,23,104,3,0,.236,.299,.450,.749,1.8,31873
0,2014,BAL,6,18,1,3,1,0,1,1,1,9,0,0,.167,.211,.389,.600,-0.2,32758
1,2015,BAL,7,9,0,1,0,0,0,0,3,4,0,0,.111,.333,.111,.444,-0.1,32758
2,2017,ARI,11,12,2,3,1,0,2,2,1,5,0,0,.250,.400,.833,1.233,0.1,32758
3,2018,ARI,37,49,6,8,2,0,3,6,3,22,1,0,.163,.226,.388,.614,-0.2,32758
0,2013,MIA,62,240,34,69,12,1,4,16,31,66,10,0,.288,.370,.396,.766,1.4,31283
1,2014,MIA,144,582,94,165,30,6,9,54,70,137,21,7,.284,.362,.402,.764,3.6,31283
2,2015,MIA,126,476,63,143,30,2,7,44,47,101,16,5,.300,.366,.416,.782,3.5,31283
3,2016,MIA,155,578,78,172,38,3,21,98,72,138,9,4,.298,.376,.483,.859,5.3,31283
4,2017,MIA,156,602,100,170,36,2,18,81,80,137,16,2,.282,.369,.439,.808,3.9,31283
5,2018,MIL,147,574,118,187,34,7,36,110,68,135,22,4,.326,.402,.598,1.000,7.6,31283
0,2018,DET,17,60,7,16,1,1,2,10,10,13,0,0,.267,.375,.417,.792,-0.1,35047
0,2008,DET,40,116,7,33,9,1,1,9,14,26,2,0,.284,.366,.405,.771,0.4,29077
1,2009,DET,102,275,46,66,13,3,7,39,33,77,3,0,.240,.324,.385,.709,0.7,29077
2,2012,DET,3,0,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0,29077
3,2012,MIN,12,28,2,4,1,0,1,4,0,16,0,0,.143,.172,.286,.458,0.0,29077
4,2012,Total,15,28,3,4,1,0,1,4,0,16,0,0,.143,.172,.286,.458,0.0,29077
5,2013,MIN,92,290,39,62,15,0,4,13,30,92,1,3,.214,.290,.307,.597,0.1,29077
0,2008,OAK,36,99,14,24,5,0,0,9,13,18,4,1,.242,.339,.293,.632,-0.6,29210
1,2009,OAK,60,208,27,58,11,3,4,21,19,46,7,5,.279,.342,.418,.760,-0.1,29210
2,2010,OAK,156,508,64,127,26,8,6,46,50,96,29,5,.250,.319,.368,.687,4.1,29210
3,2011,OAK,148,515,57,136,26,2,8,58,42,104,14,9,.264,.319,.369,.688,0.6,29210
4,2012,OAK,125,418,50,90,18,2,6,28,35,90,15,6,.215,.278,.311,.589,1.6,29210
5,2013,ARI,96,269,25,65,13,1,1,18,26,54,2,0,.242,.310,.309,.619,1.8,29210
6,2014,ARI,68,177,21,45,5,3,2,10,20,36,6,1,.254,.340,.350,.690,1.6,29210
7,2015,TOR,33,75,9,12,3,0,2,11,11,20,0,0,.160,.270,.280,.550,0.0,29210
8,2015,ARI,72,135,15,32,3,0,1,10,16,29,3,0,.237,.314,.281,.595,0.2,29210
9,2015,Total,105,210,24,44,6,0,3,21,27,49,3,0,.210,.298,.281,.579,0.2,29210
10,2016,LAA,74,172,18,36,4,2,3,10,13,55,1,0,.209,.265,.308,.573,0.4,29210
11,2017,LAA,87,194,23,49,6,0,3,21,16,58,3,1,.253,.306,.330,.636,0.3,29210
12,2018,CIN,16,29,1,4,0,0,0,0,5,13,0,0,.138,.265,.138,.403,-0.4,29210
0,2003,COL,12,25,2,8,2,0,0,2,0,10,0,0,.320,.357,.400,.757,-0.2,5798
1,2004,COL,20,71,14,20,3,1,2,10,3,10,0,1,.282,.320,.437,.757,0.3,5798
2,2005,COL,81,350,55,101,19,1,10,46,16,36,6,4,.289,.330,.434,.764,2.5,5798
3,2006,COL,131,478,57,105,26,4,7,56,22,72,5,4,.220,.264,.335,.599,1.0,5798
4,2007,COL,27,37,5,8,3,0,0,1,1,13,0,0,.216,.237,.297,.534,-0.3,5798
5,2008,COL,107,393,47,114,25,6,11,44,17,69,13,4,.290,.322,.468,.790,2.2,5798
6,2009,COL,154,550,69,135,32,3,23,76,31,121,12,10,.245,.294,.440,.734,2.0,5798
7,2010,COL,133,387,43,91,21,0,8,50,35,66,3,2,.235,.305,.351,.656,1.0,5798
8,2011,HOU,123,446,47,109,27,0,12,39,38,88,3,1,.244,.312,.386,.698,2.9,5798
9,2012,PIT,144,455,34,104,16,1,8,45,20,106,0,2,.229,.272,.321,.593,1.1,5798
10,2013,PIT,108,304,22,64,15,0,5,23,14,70,0,0,.211,.249,.309,.558,1.1,5798
11,2014,PIT,48,102,15,25,5,0,0,7,9,18,1,1,.245,.328,.294,.622,0.6,5798
12,2015,SD,98,207,24,48,14,1,3,16,10,55,0,1,.232,.281,.353,.634,0.3,5798
0,2017,NYY,39,134,16,31,9,4,4,17,7,43,1,0,.231,.268,.448,.716,-0.4,33188
1,2018,NYY,15,34,9,9,3,0,0,1,5,13,0,0,.265,.390,.353,.743,-0.1,33188
0,2012,KC,4,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,-0.1,30903
1,2014,LAD,9,9,3,3,0,0,0,2,1,1,0,0,.333,.400,.333,.733,0.1,30903
2,2015,WSH,126,309,44,84,15,1,10,34,37,52,0,0,.272,.358,.424,.782,0.2,30903
3,2016,WSH,104,196,16,46,4,0,5,26,20,38,0,0,.235,.305,.332,.637,-0.5,30903
0,2002,CLE,32,127,16,33,9,2,1,9,11,19,4,1,.260,.314,.386,.700,0.6,5299
1,2003,CLE,99,414,55,110,15,6,3,27,23,51,15,9,.266,.302,.353,.655,0.4,5299
2,2004,CLE,139,491,78,146,24,2,15,71,36,69,20,13,.297,.344,.446,.790,3.0,5299
3,2005,CLE,145,594,86,178,42,4,16,69,44,81,15,6,.300,.345,.465,.810,4.2,5299
4,2006,BOS,105,413,58,109,22,2,8,36,31,67,22,4,.264,.317,.385,.702,0.0,5299
5,2007,BOS,145,526,85,141,28,7,6,60,50,84,28,6,.268,.330,.382,.712,3.0,5299
6,2008,BOS,118,361,55,102,18,3,7,41,35,59,20,7,.283,.344,.407,.751,1.0,5299
7,2009,KC,49,180,30,41,8,5,3,14,29,23,13,2,.228,.336,.378,.714,1.3,5299
8,2010,OAK,75,290,51,81,14,4,8,38,30,49,32,3,.279,.342,.438,.780,3.2,5299
9,2011,OAK,136,531,69,140,27,5,8,54,41,65,49,9,.264,.314,.379,.693,2.4,5299
10,2012,OAK,120,455,68,118,25,7,11,46,45,64,39,4,.259,.325,.418,.743,2.7,5299
11,2013,OAK,131,513,93,134,22,3,22,66,61,65,21,5,.261,.335,.444,.779,4.3,5299
12,2014,OAK,126,463,68,114,21,3,9,47,66,66,19,5,.246,.336,.363,.699,1.1,5299
13,2015,OAK,44,126,11,22,6,0,0,6,13,25,2,0,.175,.252,.222,.474,-0.7,5299
14,2016,CLE,20,53,9,11,3,0,2,8,9,13,3,0,.208,.323,.377,.700,0.1,5299
15,2016,OAK,102,393,45,92,24,4,11,47,37,65,7,5,.234,.299,.399,.698,0.3,5299
16,2016,Total,122,446,54,103,27,4,13,55,46,78,10,5,.231,.302,.397,.699,0.4,5299
0,2013,PHI,50,162,18,38,8,1,5,22,15,43,1,0,.235,.302,.389,.691,-0.2,32637
1,2014,PHI,121,397,43,100,25,0,10,46,33,102,0,1,.252,.309,.390,.699,0.6,32637
2,2015,PHI,129,425,41,104,22,3,12,39,26,111,1,2,.245,.294,.395,.689,-1.1,32637
3,2016,PHI,71,197,22,42,15,0,4,18,18,54,3,1,.213,.284,.350,.634,-0.7,32637
4,2017,CHW,19,57,5,6,1,0,1,4,3,21,0,0,.105,.177,.175,.352,-0.9,32637
0,2017,LAD,132,480,87,128,26,4,39,97,64,146,10,3,.267,.352,.581,.933,4.2,33912
1,2018,LAD,162,557,84,145,28,7,25,76,69,151,14,1,.260,.343,.470,.813,4.2,33912
0,2015,SD,8,11,0,0,0,0,0,1,0,5,0,0,.000,.000,.000,.000,-0.3,31562
0,2001,SF,9,7,1,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000,-0.1,4945
1,2002,SF,7,3,2,2,0,0,0,1,1,1,0,0,.667,.750,.667,1.417,0.1,4945
2,2003,SF,20,27,7,6,1,0,1,1,1,11,0,0,.222,.250,.370,.620,0.0,4945
3,2004,SF,78,68,13,17,6,0,1,11,6,20,2,2,.250,.320,.382,.702,-0.3,4945
4,2007,HOU,19,35,9,8,2,0,1,3,9,9,0,0,.229,.413,.371,.784,0.1,4945
5,2008,NYY,33,43,9,13,3,0,4,8,6,12,0,0,.302,.400,.651,1.051,0.4,4945
6,2009,NYY,31,79,11,15,9,1,0,10,7,25,2,0,.190,.256,.329,.585,-0.5,4945
7,2010,PHI,22,42,6,8,0,0,2,5,3,11,1,0,.190,.244,.333,.577,0.1,4945
8,2011,ARI,12,33,3,5,2,0,1,4,3,9,1,0,.152,.243,.303,.546,-0.2,4945
9,2012,MIL,64,168,18,33,7,0,6,26,23,79,0,1,.196,.293,.345,.638,-0.2,4945
10,2012,ARI,26,78,11,21,7,0,5,16,7,30,0,0,.269,.352,.551,.903,0.5,4945
11,2012,Total,90,246,29,54,14,0,11,42,30,109,0,1,.220,.312,.411,.723,0.3,4945
12,2013,CHC,57,158,21,32,10,1,9,20,22,57,0,0,.203,.304,.449,.753,0.9,4945
13,2013,SD,5,11,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000,-0.2,4945
14,2013,Total,62,169,21,32,10,1,9,20,22,62,0,0,.189,.286,.420,.706,0.7,4945
0,2003,DET,6,19,1,4,1,0,1,5,1,3,0,0,.211,.286,.421,.707,0.1,5404
1,2005,LA,14,25,1,4,1,0,0,1,1,10,0,0,.160,.192,.200,.392,-0.2,5404
2,2006,CIN,2,5,0,1,0,0,0,0,0,2,0,0,.200,.200,.200,.400,-0.1,5404
3,2006,LA,8,14,4,7,1,1,2,9,0,2,1,0,.500,.500,1.143,1.643,0.4,5404
4,2006,FLA,91,250,30,53,11,1,11,37,22,61,0,1,.212,.284,.396,.680,-0.8,5404
5,2006,Total,101,269,34,61,12,2,13,46,22,65,1,1,.227,.293,.431,.724,-0.5,5404
6,2007,FLA,66,173,35,58,19,0,12,39,20,38,2,0,.335,.411,.653,1.064,2.7,5404
7,2008,FLA,145,461,59,120,29,5,22,73,33,116,6,1,.260,.316,.488,.804,3.2,5404
8,2009,FLA,151,559,73,151,37,1,24,90,34,122,5,2,.270,.321,.469,.790,2.2,5404
9,2010,SF,33,73,11,21,4,0,3,7,7,21,0,1,.288,.354,.466,.820,0.2,5404
10,2010,FLA,120,452,60,120,24,3,11,58,30,100,9,1,.265,.316,.405,.721,1.4,5404
11,2010,Total,153,525,71,141,28,3,14,65,37,121,9,2,.269,.322,.413,.735,1.6,5404
12,2011,SF,121,405,54,97,25,0,14,52,49,96,5,2,.240,.325,.405,.730,-0.1,5404
13,2012,BOS,130,476,70,127,34,1,22,81,42,129,2,3,.267,.326,.481,.807,1.6,5404
14,2013,ARI,94,317,33,88,17,1,8,38,25,50,3,2,.278,.331,.413,.744,2.5,5404
15,2014,ARI,83,202,15,51,8,0,2,15,15,44,0,0,.252,.306,.322,.628,-0.9,5404
16,2015,OAK,9,22,3,2,0,0,0,3,3,6,0,0,.091,.200,.091,.291,-0.4,5404
0,2015,STL,9,10,2,4,1,0,0,3,0,3,0,0,.400,.400,.500,.900,0.0,31906
0,2009,STL,147,474,72,119,22,2,16,52,36,95,3,1,.251,.307,.407,.714,1.7,28973
1,2010,STL,144,464,85,128,28,3,23,66,63,148,12,8,.276,.361,.498,.859,3.5,28973
2,2011,TOR,35,133,14,23,10,0,3,13,5,39,0,0,.173,.201,.316,.517,-1.1,28973
3,2011,STL,94,338,61,83,14,6,11,40,45,77,5,2,.246,.332,.420,.752,1.3,28973
4,2011,Total,129,471,75,106,24,6,14,53,50,116,5,2,.225,.298,.391,.689,0.2,28973
5,2012,TOR,151,565,75,126,21,5,23,75,47,149,4,3,.223,.289,.400,.689,1.2,28973
6,2013,TOR,118,417,57,115,26,1,22,66,37,135,0,1,.276,.338,.501,.839,4.8,28973
7,2014,TOR,104,346,45,78,21,1,18,40,29,124,4,0,.225,.287,.448,.735,0.9,28973
8,2015,HOU,137,432,67,103,23,2,25,61,47,154,2,1,.238,.314,.475,.789,2.6,28973
9,2016,HOU,107,369,38,76,10,0,15,54,43,121,4,1,.206,.286,.355,.641,2.2,28973
10,2017,TB,37,121,17,34,7,1,9,23,7,45,1,0,.281,.318,.579,.897,1.2,28973
11,2018,BAL,18,45,5,6,1,0,1,1,3,19,0,0,.133,.204,.222,.426,-0.3,28973
0,2014,TB,23,43,6,10,2,1,0,6,4,4,0,0,.233,.286,.326,.612,-0.0,30662
1,2015,NYY,2,8,2,2,2,0,0,0,0,0,0,0,.250,.250,.500,.750,0.0,30662
2,2016,PIT,23,26,0,4,0,0,0,3,1,2,1,0,.154,.185,.154,.339,-0.2,30662
0,2010,ARI,45,104,11,24,8,0,2,12,7,29,1,1,.231,.283,.365,.648,-0.8,29409
1,2011,ARI,5,6,2,2,0,0,1,4,1,1,0,0,.333,.429,.833,1.262,0.1,29409
2,2013,CHC,25,50,6,12,2,0,0,4,6,13,0,0,.240,.328,.280,.608,0.3,29409
3,2013,SF,3,9,0,0,0,0,0,0,1,0,0,0,.000,.100,.000,.100,-0.4,29409
4,2013,Total,28,59,6,12,2,0,0,4,7,13,0,0,.203,.294,.237,.531,-0.1,29409
5,2014,SEA,34,71,9,18,2,0,1,5,6,13,2,2,.254,.312,.324,.636,0.1,29409
6,2014,TOR,1,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.2,29409
7,2014,Total,35,74,9,18,2,0,1,5,6,13,2,2,.243,.300,.311,.611,-0.1,29409
8,2015,MIA,67,145,17,42,10,2,2,16,10,27,4,1,.290,.333,.428,.761,0.4,29409
9,2016,MIA,41,51,7,12,3,2,0,5,3,14,0,0,.235,.273,.373,.646,-0.4,29409
0,2016,HOU,9,23,1,3,1,0,0,2,1,8,0,0,.130,.200,.174,.374,-0.2,33200
1,2017,HOU,7,11,3,4,0,1,1,3,1,1,0,0,.364,.417,.818,1.235,0.1,33200
2,2018,PIT,144,415,49,115,19,1,11,58,39,82,0,2,.277,.340,.407,.747,1.0,33200
0,2016,MIL,38,47,4,4,1,0,0,2,15,22,0,0,.085,.317,.106,.423,-0.4,34296
0,2011,ARI,36,92,8,22,3,0,1,9,8,28,4,2,.239,.300,.304,.604,0.7,30485
1,2012,OAK,38,104,10,28,2,0,1,9,11,27,3,4,.269,.336,.317,.653,0.3,30485
2,2013,LAA,50,91,11,21,3,2,2,8,5,27,1,0,.231,.271,.374,.645,0.8,30485
3,2013,NYM,23,61,7,11,2,0,2,8,2,15,0,0,.180,.206,.311,.517,-0.4,30485
4,2013,Total,73,152,18,32,5,2,4,16,7,42,1,0,.211,.245,.349,.594,0.5,30485
5,2014,LAA,106,260,37,65,10,1,5,21,26,74,4,0,.250,.330,.354,.684,2.3,30485
6,2015,LAA,55,69,10,13,2,1,1,2,4,19,2,1,.188,.233,.290,.523,0.4,30485
7,2016,CLE,9,12,0,1,0,0,0,0,2,7,0,0,.083,.214,.083,.297,-0.2,30485
0,2008,SF,8,5,1,1,0,0,0,0,2,0,0,0,.200,.429,.200,.629,0.0,29263
1,2011,SF,15,19,2,5,0,0,1,2,2,1,0,0,.263,.333,.421,.754,0.0,29263
2,2012,SF,6,20,2,3,1,0,0,2,0,2,0,0,.150,.150,.200,.350,-0.5,29263
3,2013,CHW,134,408,46,100,14,3,13,40,37,79,0,1,.245,.305,.390,.695,0.4,29263
4,2014,CHW,130,464,50,131,31,5,7,57,36,78,0,4,.282,.336,.416,.752,1.6,29263
5,2015,LAA,17,64,4,13,4,1,1,9,4,13,0,0,.203,.250,.344,.594,-0.2,29263
6,2015,CHW,58,173,10,41,11,1,3,15,9,34,0,1,.237,.276,.364,.640,-0.8,29263
7,2015,Total,75,237,14,54,15,2,4,24,13,47,0,1,.228,.269,.359,.628,-1.0,29263
8,2016,SF,101,191,24,50,8,4,6,25,12,28,1,2,.262,.307,.440,.747,1.1,29263
9,2017,SF,44,80,8,13,4,0,2,8,5,10,0,0,.163,.218,.288,.506,-0.7,29263
0,2013,NYY,2,6,1,1,1,0,0,0,1,1,0,0,.167,.286,.333,.619,-0.0,31250
1,2018,BAL,14,18,1,4,1,0,0,3,1,5,0,0,.222,.263,.278,.541,-0.1,31250
0,2011,CLE,35,71,10,11,2,1,1,6,8,17,1,0,.155,.241,.254,.495,-0.9,30823
1,2012,CLE,14,33,2,7,0,0,1,5,1,10,0,0,.212,.235,.303,.538,0.0,30823
2,2013,CLE,4,9,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,-0.3,30823
3,2014,BAL,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1,30823
0,2011,WSH,3,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,-0.1,30629
1,2012,WSH,19,25,4,5,2,0,1,3,1,9,0,0,.200,.231,.400,.631,0.2,30629
2,2013,WSH,14,12,2,2,1,0,1,1,3,4,1,0,.167,.333,.500,.833,0.2,30629
3,2014,BOS,3,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0.1,30629
0,2013,COL,69,194,32,51,13,5,5,17,16,41,2,2,.263,.316,.459,.775,0.7,31684
1,2014,COL,131,436,74,136,27,6,24,76,37,101,8,7,.312,.364,.567,.931,3.4,31684
2,2015,COL,65,224,30,68,18,2,10,31,10,56,0,1,.304,.333,.536,.869,0.5,31684
3,2016,TB,148,510,57,125,36,3,24,70,33,134,0,2,.245,.293,.469,.762,1.5,31684
4,2017,TB,150,588,84,166,33,4,27,62,35,152,4,3,.282,.325,.490,.815,2.7,31684
5,2018,PIT,135,504,65,151,35,7,13,55,21,80,8,3,.300,.330,.474,.804,3.8,31684
0,2004,MIL,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0.0,5973
1,2005,MIL,21,57,9,11,2,1,2,7,6,11,2,0,.193,.270,.368,.638,-0.2,5973
2,2006,MIL,87,237,32,67,13,2,9,33,17,58,5,8,.283,.328,.468,.796,-0.4,5973
3,2007,MIL,140,505,86,149,33,9,24,81,36,99,23,7,.295,.353,.539,.892,4.5,5973
4,2008,MIL,157,612,76,164,45,6,20,91,27,109,23,7,.268,.300,.459,.759,1.1,5973
5,2009,MIL,115,419,64,109,24,3,12,48,43,92,11,6,.260,.335,.418,.753,0.9,5973
6,2010,MIL,145,558,91,158,34,4,31,102,45,140,7,6,.283,.340,.525,.865,3.7,5973
7,2011,MIL,130,492,80,140,25,4,26,63,51,114,7,6,.285,.356,.510,.866,3.2,5973
8,2012,MIL,149,562,91,152,35,4,30,83,44,151,5,0,.270,.334,.507,.841,1.8,5973
9,2014,SEA,68,232,17,47,9,0,6,21,16,59,2,0,.203,.271,.319,.590,-0.5,5973
10,2015,PIT,35,54,3,12,1,0,2,9,1,19,0,0,.222,.246,.352,.598,-0.5,5973
0,2015,LAD,27,98,17,33,8,1,4,17,14,19,2,0,.337,.425,.561,.986,1.8,32691
1,2016,LAD,157,627,105,193,40,5,26,72,54,133,3,3,.308,.365,.512,.877,6.1,32691
2,2017,LAD,145,539,85,159,33,0,22,77,67,131,4,2,.295,.375,.479,.854,5.6,32691
3,2018,LAD,26,101,13,27,5,1,2,13,11,17,0,0,.267,.348,.396,.744,0.4,32691
0,2001,CIN,17,49,5,9,2,0,3,7,4,16,1,0,.184,.263,.408,.671,0.2,4951
1,2002,CIN,39,114,9,29,10,0,3,15,9,20,0,0,.254,.328,.421,.749,0.5,4951
2,2003,CIN,14,30,4,8,0,0,0,1,5,7,0,0,.267,.395,.267,.662,0.0,4951
3,2004,CIN,13,39,2,1,0,0,0,3,6,12,0,0,.026,.204,.026,.230,-0.8,4951
4,2005,MIN,5,12,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,-0.2,4951
5,2006,BOS,1,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,-0.1,4951
6,2007,ATL,12,27,3,7,2,0,1,4,1,5,0,0,.259,.310,.444,.754,0.1,4951
7,2008,ATL,31,60,4,5,0,0,1,5,5,15,0,0,.083,.152,.133,.285,-0.2,4951
8,2009,CWS,14,39,5,8,3,0,0,5,3,9,0,0,.205,.262,.282,.544,-0.2,4951
9,2009,CIN,21,56,4,10,1,0,1,10,9,14,0,0,.179,.299,.250,.549,0.1,4951
10,2009,Total,35,95,9,18,4,0,1,15,12,23,0,0,.189,.284,.263,.547,-0.1,4951
11,2010,CIN,32,74,5,18,5,0,2,9,2,16,0,0,.243,.282,.392,.674,0.0,4951
12,2013,CIN,17,35,2,9,5,0,0,8,5,6,0,0,.257,.366,.400,.766,0.5,4951
0,2014,SD,20,62,7,18,2,1,2,9,2,14,4,2,.290,.313,.452,.765,0.2,32169
1,2015,SD,108,303,38,82,17,5,4,21,28,75,9,4,.271,.333,.399,.732,2.1,32169
2,2016,SD,14,48,6,11,1,1,1,8,4,13,1,0,.229,.302,.354,.656,0.4,32169
3,2017,SD,129,444,57,117,18,2,13,46,34,128,11,3,.264,.322,.401,.723,-0.1,32169
4,2018,SD,116,298,35,70,9,4,7,25,25,108,6,1,.235,.298,.362,.660,0.7,32169
0,2009,TEX,11,17,4,2,1,0,0,1,2,5,0,0,.118,.211,.176,.387,-0.1,30267
1,2010,TEX,20,33,4,7,0,0,0,3,1,11,1,0,.212,.229,.212,.441,-0.2,30267
2,2011,TEX,64,133,26,36,5,1,1,13,10,27,18,0,.271,.347,.346,.693,1.6,30267
3,2012,TEX,122,240,31,73,12,3,1,26,14,41,13,7,.304,.367,.392,.759,2.7,30267
4,2013,TEX,106,246,39,69,12,4,2,22,29,46,24,3,.280,.373,.386,.759,3.6,30267
5,2014,OAK,94,232,38,59,6,1,0,12,17,44,20,2,.254,.319,.289,.608,2.0,30267
6,2015,OAK,26,50,6,6,0,2,0,3,4,15,1,1,.120,.196,.200,.396,-0.5,30267
7,2016,LAA,14,34,2,5,1,0,0,2,3,6,0,0,.147,.237,.176,.413,-0.3,30267
8,2017,BAL,77,101,17,26,5,1,2,11,11,24,5,4,.257,.333,.386,.719,0.2,30267
9,2018,BAL,68,156,13,42,5,2,1,11,11,31,12,3,.269,.321,.346,.667,1.1,30267
0,2014,COL,7,15,1,1,0,0,0,0,0,5,0,0,.067,.067,.067,.134,-0.2,31659
1,2015,COL,26,53,4,13,1,1,0,3,3,11,0,1,.245,.298,.302,.600,0.3,31659
2,2016,COL,121,225,25,49,7,3,2,17,24,47,2,3,.218,.304,.302,.606,-0.4,31659
3,2017,COL,12,13,1,0,0,0,0,0,1,6,0,0,.000,.071,.000,.071,-0.4,31659
0,2014,TB,30,72,10,12,3,0,0,3,8,23,0,0,.167,.268,.208,.476,-0.1,32049
1,2015,TB,38,101,13,24,6,0,10,18,8,34,0,0,.238,.304,.594,.898,1.0,32049
2,2016,TB,84,226,23,42,10,0,8,25,25,82,0,0,.186,.273,.336,.609,0.9,32049
3,2017,TB,9,9,2,3,0,0,1,3,3,3,0,0,.333,.462,.667,1.129,0.2,32049
4,2018,CIN,52,140,15,41,10,0,4,16,12,32,0,2,.293,.355,.450,.805,0.9,32049
0,2004,DET,9,25,2,6,1,1,0,0,3,8,0,0,.240,.321,.360,.681,-0.1,6125
1,2005,DET,47,162,18,44,6,3,8,20,10,43,1,1,.272,.314,.494,.808,2.1,6125
2,2006,DET,159,596,90,155,31,9,19,68,66,174,8,5,.260,.335,.438,.773,2.9,6125
3,2007,DET,158,612,122,185,38,23,23,74,52,141,26,1,.302,.361,.552,.913,7.2,6125
4,2008,DET,141,553,112,155,26,13,22,66,71,111,12,4,.280,.365,.494,.859,3.6,6125
5,2009,DET,160,631,91,157,23,8,30,71,72,141,20,6,.249,.327,.453,.780,4.1,6125
6,2010,NYY,136,466,76,115,17,7,24,67,53,116,12,2,.247,.324,.468,.792,4.1,6125
7,2011,NYY,156,583,136,153,26,10,41,119,85,169,25,10,.262,.364,.552,.916,5.3,6125
8,2012,NYY,160,596,102,138,18,4,43,106,75,195,10,3,.232,.319,.492,.811,2.7,6125
9,2013,NYY,61,214,31,49,13,2,7,15,27,69,8,2,.229,.317,.407,.724,1.1,6125
10,2014,NYM,155,564,73,128,27,2,20,66,79,141,8,2,.227,.326,.388,.714,1.3,6125
11,2015,NYM,157,580,98,150,33,2,26,70,91,151,11,6,.259,.364,.457,.821,5.1,6125
12,2016,NYM,150,545,88,129,24,5,30,59,74,130,4,2,.237,.335,.464,.799,2.5,6125
13,2017,LAD,36,112,16,18,2,0,7,12,18,33,2,0,.161,.288,.366,.654,-0.3,6125
14,2017,NYM,111,337,58,77,22,3,19,52,53,90,4,2,.228,.334,.481,.815,1.7,6125
15,2017,Total,147,449,74,95,24,3,26,64,71,123,6,2,.212,.323,.452,.775,1.5,6125
16,2018,MIL,19,41,12,9,1,1,2,3,12,10,0,0,.220,.407,.439,.846,0.3,6125
17,2018,TOR,104,302,48,74,21,1,11,35,42,96,2,1,.245,.342,.430,.772,0.6,6125
18,2018,Total,123,343,60,83,22,2,13,38,54,106,2,1,.242,.351,.431,.782,0.9,6125
0,2016,SEA,104,292,33,74,9,0,14,49,20,74,0,0,.253,.312,.428,.740,0.4,34926
0,2014,TOR,17,39,5,9,1,2,1,4,4,12,1,0,.231,.302,.436,.738,0.0,32210
1,2015,TOR,34,94,17,21,8,0,2,6,7,23,5,1,.223,.291,.372,.663,0.7,32210
2,2016,TOR,8,2,3,0,0,0,0,0,0,1,2,1,.000,.000,.000,.000,-0.0,32210
3,2018,TOR,5,10,0,2,0,0,0,0,1,6,0,0,.200,.273,.200,.473,-0.1,32210
0,2014,BOS,7,19,1,4,3,0,0,2,1,5,0,0,.211,.250,.368,.618,-0.0,31234
1,2018,BOS,2,6,0,1,0,0,0,1,0,2,0,0,.167,.143,.167,.310,-0.1,31234
0,2005,OAK,109,375,54,103,21,0,15,58,50,52,0,1,.275,.355,.451,.806,1.8,6096
1,2006,OAK,91,286,30,67,13,1,9,37,40,45,0,0,.234,.323,.381,.704,-0.1,6096
2,2007,OAK,117,416,53,98,20,1,18,62,72,77,0,0,.236,.349,.418,.767,1.5,6096
